id,label,type,affiliation
http://www.dil.ie/40891,tinnesnach,headword,null
http://www.dil.ie/41388,tonnach,headword,null
http://www.dil.ie/42563,*tustallach,headword,null
http://www.dil.ie/5887,bilech,headword,null
http://www.dil.ie/750,aichéil,headword,null
http://www.dil.ie/2977,allmarda,headword,null
http://www.dil.ie/8471,céimmennach,headword,null
http://www.dil.ie/6247,bóchna,headword,null
http://www.dil.ie/42643,úaine,headword,null
http://www.dil.ie/6850,bristech,headword,null
http://www.dil.ie/41386,tonn,headword,null
http://www.dil.ie/32003,merda,headword,null
http://www.dil.ie/41401,tonnmar,headword,null
http://www.dil.ie/7263,búan,headword,null
http://www.dil.ie/5275,báitte,headword,null
http://www.dil.ie/20362,ess,headword,null
http://www.dil.ie/6835,brisc,headword,null
